,ID,Charge,Pickup Lon,Pickup Lat,Dropoff Lon,Dropoff Lat,Passenger Count,Date Formatted Final,Temp (F),Humidity %,Description,Temp Summary
66,17525214,5.0,-73.963494,40.757656,-73.965132,40.763551,1,1396177890,46.18,93,Mist,40-59
67,54140823,4.0,-73.98718000000002,40.760762,-73.991157,40.763717,2,1389796020,40.84,85,Mist,40-59
68,39682678,5.5,-73.983179,40.747552,-73.981724,40.755331,1,1363166772,40.17,71,Clear,40-59
69,33296437,5.7,-73.96908499999998,40.765082,-73.955084,40.779231,1,1324729781,30.4,59,Clouds,20-39
70,29682274,10.5,-73.967217,40.772297,-73.983165,40.744635,1,1275157800,75.92,61,Clouds,60-79
71,32278578,14.5,-73.984175,40.737367,-73.979478,40.785397,1,1234875240,25.61,61,Clear,20-39
72,6144136,4.1,-73.98785699999998,40.728647,-73.97909,40.725008,1,1231708260,30.72,63,Snow,20-39
73,23218700,5.5,-73.95500200000002,40.774172,-73.962647,40.767042,1,1402906500,66.54,69,Clear,60-79
74,19545768,12.9,-74.007735,40.72564000000001,-73.96849300000002,40.754186,1,1285263935,76.96,46,Clear,60-79
75,53449253,10.1,-73.95044200000002,40.779764,-73.981735,40.73672,1,1317245078,70.0,83,Mist,60-79
76,42385629,6.0,-73.978227,40.757258,-73.991182,40.743921,1,1359583023,53.1,85,Clouds,40-59
77,27051612,16.5,-73.776781,40.645401,-73.792715,40.690829,1,1356252513,37.45,51,Clouds,20-39
78,52627915,13.0,-73.98575100000002,40.738143,-74.01175,40.707933,1,1360881962,42.82,50,Clear,40-59
79,30119193,12.5,-73.985729,40.746945,-74.007639,40.745837,2,1392371900,31.87,87,Snow,20-39
80,54035492,11.0,-73.999365,40.728177,-73.981607,40.741075,1,1361672340,36.01,93,Mist,20-39
81,3519361,10.5,-73.980863,40.759982,-73.963008,40.798475,2,1326746820,34.18,43,Clear,20-39
82,26643311,18.5,-73.990645,40.756563,-73.945164,40.838322,1,1250638802,84.9,61,Rain,80-99
83,12211308,10.5,-73.992072,40.750236,-74.010068,40.71126,1,1233651190,33.82,88,Snow,20-39
84,15382927,6.9,-73.96342299999998,40.774267,-73.947905,40.771087,1,1331798820,44.74,86,Clouds,40-59
85,50900838,5.7,-73.962688,40.757685,-73.964842,40.763745,1,1294070880,32.58,44,Clear,20-39
86,18999238,8.0,-73.982099,40.76642800000001,-73.99061800000001,40.761154,1,1400604204,75.06,22,Clear,60-79
87,14369081,3.3,-73.952691,40.786418,-73.957109,40.782712,1,1272556679,62.58,23,Clear,60-79
88,2440025,5.3,-73.989418,40.741858,-73.990943,40.729827,1,1290438000,51.4,79,Clouds,40-59
89,24650015,6.5,-73.986814,40.73404,-73.97385799999998,40.750446,1,1301659930,36.05,92,Mist,20-39
90,33093142,8.1,-73.952855,40.791799,-73.966145,40.807298,1,1259942161,49.12,50,Clear,40-59
91,43222353,8.1,-73.977986,40.751204,-73.993905,40.761662,1,1277401710,90.12,49,Rain,80-99
92,5384542,19.5,-73.972002,40.797798,-73.995368,40.749732,1,1362838519,40.39,53,Clear,40-59
93,31806900,15.3,-73.985253,40.723672,-73.955063,40.735876,1,1273280793,60.91,64,Clear,60-79
94,23754664,6.5,-73.957447,40.780127,-73.96697900000002,40.760029,2,1282599557,62.67,90,Mist,60-79
95,33648140,15.0,-73.98585,40.756467,-74.01373199999998,40.714617,1,1371458160,70.25,77,Clear,60-79
96,41847625,6.5,-73.975698,40.749288,-73.986485,40.736935,1,1239823380,55.33,34,Rain,40-59
97,35345778,5.3,-73.975252,40.749032,-73.959983,40.75567,5,1234738440,39.51,31,Clear,20-39
98,49133776,4.9,-73.98729,40.770262,-73.981613,40.778833,1,1256239620,72.09,39,Clear,60-79
99,17968475,20.9,-73.983572,40.76560300000001,-73.92385999999998,40.868508,1,1245557415,64.47,94,Mist,60-79
100,55293226,19.0,-73.985178,40.747497,-74.01018499999998,40.708952,1,1371924540,81.3,42,Clear,80-99
101,49872745,20.5,-73.976197,40.748505,-73.90724499999997,40.770417,5,1381471980,61.11,74,Rain,60-79
102,21897642,5.3,-73.972802,40.748925,-73.97842800000002,40.736773,6,1253540700,65.34,70,Clouds,60-79
103,21306809,10.5,-73.988282,40.737818,-74.011222,40.714382,2,1251220080,79.12,56,Clouds,60-79
104,11518892,8.9,-73.970451,40.786096,-73.953755,40.819546,2,1340050254,67.91,62,Clear,60-79
105,55412943,7.0,-73.96351623535155,40.77437210083008,-73.96206665039062,40.763614654541016,6,1435175650,82.26,39,Clear,80-99
106,28403720,4.5,-73.947466,40.775595,-73.95544699999998,40.764518,1,1336501261,63.39,69,Clouds,60-79
107,9100255,9.7,-73.920964,40.74366,-73.960678,40.761629,1,1323946407,47.01,72,Clouds,40-59
108,6644341,9.0,-73.983878,40.726197,-74.00484,40.706985,1,1395442440,50.07,28,Clear,40-59
109,43554464,14.1,-73.990437,40.737023,-74.007147,40.706842,4,1308506700,75.85,42,Clear,60-79
110,54383207,6.5,-73.948677,40.7978,-73.956461,40.776537,1,1341078349,94.06,29,Clear,80-99
111,17623781,8.9,-74.00281700000002,40.733679,-73.980834,40.725664,1,1245800768,72.16,78,Rain,60-79
112,7506318,11.3,-73.98934,40.730532,-73.957252,40.765908,3,1261916040,48.79,93,Clouds,40-59
113,21948809,6.5,-74.01143499999998,40.720512,-74.01033000000002,40.732012,4,1348250400,72.21,53,Clouds,60-79
114,43988576,3.7,-73.99986,40.720354,-73.996432,40.723776,4,1292358724,22.69,45,Clouds,20-39
115,29423235,9.7,-73.963145,40.794262,-73.981688,40.765588,1,1239195900,39.31,60,Clouds,20-39
116,16247074,8.0,-74.00687099999998,40.71601,-73.994052,40.731295,1,1402658633,65.01,95,Mist,60-79
117,16247074,8.0,-74.00687099999998,40.71601,-73.994052,40.731295,1,1402658633,53.55,73,Clear,40-59
118,2885972,9.5,-73.99624200000002,40.71601,-73.98855999999998,40.731335,1,1398166380,65.01,95,Mist,60-79
119,2885972,9.5,-73.99624200000002,40.71601,-73.98855999999998,40.731335,1,1398166380,53.55,73,Clear,40-59
120,9135988,6.9,0.0,0.0,0.0,0.0,1,1248674640,74.01,74,Clouds,60-79
121,9135988,6.9,0.0,0.0,0.0,0.0,1,1248674640,83.19,79,Clouds,80-99
122,9135988,6.9,0.0,0.0,0.0,0.0,1,1248674640,82.06,81,Clouds,80-99
123,9135988,6.9,0.0,0.0,0.0,0.0,1,1248674640,81.45,77,Clouds,80-99
124,9135988,6.9,0.0,0.0,0.0,0.0,1,1248674640,80.82,85,Rain,80-99
125,9135988,6.9,0.0,0.0,0.0,0.0,1,1248674640,76.48,90,Rain,60-79
126,3422298,11.3,0.0,0.0,0.0,0.0,1,1333825463,74.01,74,Clouds,60-79
127,3422298,11.3,0.0,0.0,0.0,0.0,1,1333825463,83.19,79,Clouds,80-99
128,3422298,11.3,0.0,0.0,0.0,0.0,1,1333825463,82.06,81,Clouds,80-99
129,3422298,11.3,0.0,0.0,0.0,0.0,1,1333825463,81.45,77,Clouds,80-99
130,3422298,11.3,0.0,0.0,0.0,0.0,1,1333825463,80.82,85,Rain,80-99
131,3422298,11.3,0.0,0.0,0.0,0.0,1,1333825463,76.48,90,Rain,60-79
132,6347313,20.6,0.0,0.0,0.0,0.0,1,1237087045,74.01,74,Clouds,60-79
133,6347313,20.6,0.0,0.0,0.0,0.0,1,1237087045,83.19,79,Clouds,80-99
134,6347313,20.6,0.0,0.0,0.0,0.0,1,1237087045,82.06,81,Clouds,80-99
135,6347313,20.6,0.0,0.0,0.0,0.0,1,1237087045,81.45,77,Clouds,80-99
136,6347313,20.6,0.0,0.0,0.0,0.0,1,1237087045,80.82,85,Rain,80-99
137,6347313,20.6,0.0,0.0,0.0,0.0,1,1237087045,76.48,90,Rain,60-79
138,45971265,4.9,0.0,0.0,0.0,0.0,1,1330993440,74.01,74,Clouds,60-79
139,45971265,4.9,0.0,0.0,0.0,0.0,1,1330993440,83.19,79,Clouds,80-99
140,45971265,4.9,0.0,0.0,0.0,0.0,1,1330993440,82.06,81,Clouds,80-99
141,45971265,4.9,0.0,0.0,0.0,0.0,1,1330993440,81.45,77,Clouds,80-99
142,45971265,4.9,0.0,0.0,0.0,0.0,1,1330993440,80.82,85,Rain,80-99
143,45971265,4.9,0.0,0.0,0.0,0.0,1,1330993440,76.48,90,Rain,60-79
144,46165760,16.0,0.0,0.0,0.0,0.0,1,1398070740,74.01,74,Clouds,60-79
145,46165760,16.0,0.0,0.0,0.0,0.0,1,1398070740,83.19,79,Clouds,80-99
146,46165760,16.0,0.0,0.0,0.0,0.0,1,1398070740,82.06,81,Clouds,80-99
147,46165760,16.0,0.0,0.0,0.0,0.0,1,1398070740,81.45,77,Clouds,80-99
148,46165760,16.0,0.0,0.0,0.0,0.0,1,1398070740,80.82,85,Rain,80-99
149,46165760,16.0,0.0,0.0,0.0,0.0,1,1398070740,76.48,90,Rain,60-79
150,10809652,27.4,0.0,0.0,0.0,0.0,0,1386469965,74.01,74,Clouds,60-79
151,10809652,27.4,0.0,0.0,0.0,0.0,0,1386469965,83.19,79,Clouds,80-99
152,10809652,27.4,0.0,0.0,0.0,0.0,0,1386469965,82.06,81,Clouds,80-99
153,10809652,27.4,0.0,0.0,0.0,0.0,0,1386469965,81.45,77,Clouds,80-99
154,10809652,27.4,0.0,0.0,0.0,0.0,0,1386469965,80.82,85,Rain,80-99
155,10809652,27.4,0.0,0.0,0.0,0.0,0,1386469965,76.48,90,Rain,60-79
156,4990946,8.5,-73.98230799999997,40.771597,-73.957741,40.771045,1,1249507687,78.78,71,Rain,60-79
157,3893770,6.5,-73.99901,40.754723,-73.988885,40.751828,1,1331037120,27.66,48,Clear,20-39
158,28769193,8.1,-74.013132,40.70338,-73.99454200000002,40.71352,1,1248430080,64.74,94,Clouds,60-79
159,28730000,35.0,-73.99039459228516,40.75605392456055,-73.8716812133789,40.77399826049805,1,1421170805,25.14,43,Clear,20-39
160,47555674,7.3,-73.98101199999998,40.76015,-73.96085500000002,40.773313,1,1317721920,48.99,91,Clear,40-59
161,23081376,20.1,-73.954053,40.775305,-73.91689699999998,40.872435,1,1308682440,77.68,64,Clouds,60-79
162,20938538,10.0,-73.991123,40.755982,-74.00195500000002,40.737875,1,1403367120,73.78,39,Clear,60-79
163,14427321,7.5,-73.97224,40.755007,-73.991647,40.748902,1,1402444860,73.65,77,Clouds,60-79
164,6353416,10.5,-73.984063,40.737595,-73.97569200000002,40.759837,1,1397818620,35.82,67,Clouds,20-39
165,11384607,12.1,-73.99435,40.724769,-74.011719,40.701464,1,1315142853,76.03,75,Clear,60-79
166,23039116,5.0,-73.976442,40.744027,-73.985472,40.731687,1,1394403240,43.16,26,Clear,40-59
167,46551747,57.33,-73.954178,40.778108,-73.790409,40.646691,1,1387551101,46.44,54,Clear,40-59
168,5408061,9.0,-73.962787,40.778467,-73.979077,40.762165,4,1414780860,53.87,52,Clouds,40-59
169,53167632,4.0,-73.989936,40.761514,-73.98690699999999,40.760414,1,1416179946,44.56,49,Clouds,40-59
170,30356022,5.0,-73.97345,40.748552,-73.966167,40.754582,6,1412415840,63.25,86,Rain,60-79
171,28215419,6.0,-73.995295,40.754725,-73.999255,40.74025200000001,1,1412515680,49.33,51,Clear,40-59
172,8837638,6.1,-73.976623,40.755796,-73.98745,40.763184,1,1297415591,19.8,54,Clear,0-19
173,6739717,6.1,-73.987553,40.75649,-73.988947,40.747545,2,1256820180,50.32,79,Clouds,40-59
174,6381477,12.1,-73.96340500000002,40.761973,-73.983335,40.721987,1,1252845540,67.46,83,Clear,60-79
175,31380703,6.1,-73.954788,40.765775,-73.97053299999997,40.758225,1,1246974120,74.46,64,Clear,60-79
176,25471496,23.3,-73.990447,40.717962,-73.9833,40.765553,1,1284865750,60.98,84,Clear,60-79
177,13523039,13.0,-73.98497009277344,40.74150085449219,-73.98059844970702,40.76780700683594,3,1421952435,38.28,50,Clouds,20-39
178,47965512,8.1,-73.98487800000002,40.732497,-73.987803,40.75650200000001,6,1342229040,78.85,70,Rain,60-79
179,1545200,9.0,-73.98305400000002,40.781633,-73.96906899999998,40.767166,1,1359362680,30.2,48,Clouds,20-39
180,7468381,6.1,-73.969725,40.79962,-73.97020699999999,40.785373,2,1335695980,45.52,41,Clear,40-59
181,52586196,6.0,-73.973679,40.762809,-73.987353,40.753287,1,1396694646,42.6,84,Clouds,40-59
182,24054975,17.7,-73.99951800000002,40.761357,-74.011377,40.708323,1,1346057880,72.21,87,Clouds,60-79
183,51266253,5.0,-73.946835,40.772467,-73.954187,40.772885,1,1355819280,44.62,94,Rain,40-59
184,8519277,7.5,-73.985672,40.773455,-73.99029,40.751936,1,1355290552,39.42,54,Clear,20-39
185,53345245,4.5,-74.006875,40.735642,-73.999177,40.739978,1,1292195040,49.98,87,Rain,40-59
186,7595774,16.9,-74.013886,40.713912,-73.977182,40.754857,1,1290009616,58.53,65,Mist,40-59
187,29901011,8.1,-73.98881,40.730941,-73.964484,40.756356,1,1274577197,67.12,67,Rain,60-79
188,46383721,7.0,-73.99661254882812,40.74140167236328,-73.99407958984375,40.74925994873047,1,1428580540,37.45,85,Clouds,20-39
189,27940153,8.9,-73.982407,40.766207,-73.961947,40.77983,5,1309272660,79.23,63,Clouds,60-79
190,8281002,12.5,-73.972387,40.750735,-73.994223,40.754147,1,1374594778,82.62,69,Clouds,80-99
191,29433371,14.5,-73.982155,40.778655,-73.991823,40.725398,5,1266660360,36.03,67,Clouds,20-39
192,2108510,7.7,-73.992072,40.729165,-73.982713,40.782312,5,1284592020,65.41,57,Clear,60-79
193,24655841,4.5,-73.965007,40.769922,-73.970347,40.76219,1,1414051080,52.27,80,Rain,40-59
194,14656155,7.3,-73.776933,40.64615,-73.981718,40.76325,2,1284251520,66.94,65,Clouds,60-79
195,26246530,6.1,-73.984615,40.768598,-73.97675500000003,40.780798,4,1269720840,41.2,34,Clear,40-59
196,1056975,6.1,-73.998727,40.723335,-73.98309499999998,40.73161500000001,5,1328697480,32.4,49,Clear,20-39
197,39335709,7.0,-74.001757,40.756162,-74.000697,40.761835,1,1364657640,51.78,38,Clouds,40-59
198,26852754,8.5,-73.952737,40.768517,-73.969486,40.785424,1,1249654820,70.66,58,Clear,60-79
199,45971647,5.3,-73.971756,40.761192,-73.962141,40.767718,1,1328004956,35.2,60,Clouds,20-39
200,36667990,10.9,-73.95217,40.784072,-73.990122,40.76185200000001,1,1344109200,87.44,56,Clear,80-99
201,41889095,4.5,-74.000912,40.725918,-73.991557,40.729715,5,1271918760,53.62,87,Clouds,40-59
202,52880206,5.5,-73.962915,40.769467,-73.957449,40.761836,1,1234288606,45.73,67,Clouds,40-59
203,32617706,9.0,-73.97969300000003,40.746232,-73.990975,40.724372,1,1408223400,77.32,45,Clouds,60-79
204,9930785,10.1,-74.009342,40.711078,-73.99773,40.741232,1,1302773100,43.36,97,Clouds,40-59
205,24453235,8.5,-73.99081,40.756045,-73.97310300000002,40.753612,1,1297762140,29.01,42,Clear,20-39
206,10500109,6.1,-73.95528900000002,40.788545,-73.963452,40.768771,1,1250351764,84.51,50,Mist,80-99
207,54947614,15.5,-74.000179,40.721132,-73.985826,40.755634,1,1370263019,69.64,93,Rain,60-79
208,10822160,9.3,-73.978143,40.736591,-73.98441700000002,40.753875,1,1265359868,30.81,42,Clear,20-39
209,30090127,7.5,-73.992922,40.751505,-73.982372,40.768922,6,1368733740,78.58,33,Clear,60-79
210,6844228,7.5,-73.988052,40.733647,-74.0013,40.73389,1,1364998860,37.06,34,Clear,20-39
211,7247696,18.5,-73.987145,40.77092,-73.983858,40.722162,2,1290630000,47.95,26,Clear,40-59
212,42997455,9.5,-73.985453,40.747442,-74.006088,40.725422,1,1361869980,37.09,72,Clear,20-39
213,24000215,7.7,-73.986364,40.744575,-73.999224,40.74934,1,1309352324,70.52,77,Clear,60-79
214,24461689,12.5,-73.967751,40.751943,-73.9894,40.74684,1,1399971247,68.58,77,Clear,60-79
215,21354063,27.47,-73.997166,40.736767,-73.87035,40.773532,1,1268027129,48.56,45,Clear,40-59
216,23049469,17.0,-73.97826385498048,40.763347625732415,-73.97435760498048,40.75408935546875,1,1431690884,58.51,53,Clear,40-59
217,37298486,5.0,-73.98221,40.77184000000001,-73.9859,40.77702,5,1415087580,54.14,30,Clouds,40-59
218,41461989,3.5,-73.96793199999998,40.762632,-73.962795,40.759982,1,1402751400,69.94,72,Clouds,60-79
219,34408116,10.0,-73.967215,40.80343,-73.976295,40.780767,1,1361214840,32.09,28,Clear,20-39
220,43199383,7.7,-73.985008,40.73627000000001,-73.971653,40.762265,1,1239379500,55.78,43,Haze,40-59
221,25582981,11.5,-73.978771,40.766648,-73.954228,40.774555,1,1354909595,45.19,81,Rain,40-59
222,45999859,8.9,-73.982218,40.763098,-73.970713,40.793443,1,1250355360,86.34,47,Clear,80-99
223,51416243,6.5,-74.00704499999998,40.72876,-73.994597,40.75055,1,1239629760,41.45,32,Clear,40-59
224,48338937,6.9,-73.982057,40.74625,-73.99201,40.74942,1,1259665020,36.32,61,Clear,20-39
225,4756218,24.5,-73.950121,40.785674,-73.89313299999998,40.859949,1,1363083112,48.36,89,Rain,40-59
226,2442729,4.5,-73.96469,40.773463,-73.95676800000003,40.78598,2,1250285160,81.14,63,Clear,80-99
227,47651994,9.5,-73.979802,40.746145,-74.004316,40.74227,1,1392590032,28.53,42,Clouds,20-39
228,20035881,6.5,-73.958076,40.782405,-73.959608,40.769297,1,1356113512,43.29,61,Rain,40-59
229,49934915,26.67,-73.984535,40.728851,-73.871651,40.774271,1,1269802357,45.16,80,Rain,40-59
230,30218215,13.3,-73.953707,40.7845,-73.991618,40.750519,1,1279180404,73.45,88,Clouds,60-79
231,23222915,11.3,-74.00281,40.749822,-74.000692,40.740842,1,1247109360,68.49,59,Clear,60-79
232,21924773,7.0,-73.99385500000002,40.74589,-73.980788,40.748142,1,1347393000,72.93,36,Clear,60-79
233,52700865,16.1,-73.137393,41.366138,-73.137393,41.366138,1,1277761074,81.27,88,Clouds,80-99
234,49139689,10.5,-73.966363,40.794155,-73.95397,40.77018,1,1349526824,66.45,73,Clear,60-79
235,54687188,27.5,-73.7835,40.64868,-73.85709,40.72466,1,1413665280,68.0,40,Clouds,60-79
236,42377475,9.5,-73.9948,40.72777,-73.97890500000003,40.74998,6,1350831600,56.21,57,Clear,40-59
237,39070119,8.0,-73.95304,40.772049,-73.972316,40.764698,1,1364671107,57.11,26,Clouds,40-59
238,5324110,14.5,-73.931213,40.765852,-73.96956,40.753772,4,1365065220,34.61,45,Clear,20-39
239,25983693,9.3,-73.993117,40.74541,-73.999988,40.720648,1,1332072840,46.81,90,Haze,40-59
240,42734747,4.5,-73.978177,40.753753,-73.972515,40.76039,1,1240516020,55.53,38,Clouds,40-59
241,9070985,17.3,-73.9659,40.805083,-74.00666700000002,40.736946,1,1295095584,25.11,65,Clear,20-39
242,10262891,17.3,-73.95939399999997,40.766714,-74.000822,40.728421,1,1261498669,34.27,51,Clear,20-39
243,9791983,16.9,-74.004062,40.73154,-73.983262,40.730322,1,1332283080,63.75,78,Clear,60-79
244,40358868,13.0,-73.992025,40.694962,-74.012302,40.707217,1,1378757280,71.35,49,Clouds,60-79
245,36904876,19.0,-73.992902,40.768267,-74.006012,40.70613,1,1395211080,33.13,73,Clear,20-39
246,35866133,12.5,-73.78970699999998,40.646832,-73.795862,40.667587,2,1397331240,60.85,51,Clouds,60-79
247,10525318,11.0,-73.999633,40.733845,-73.98374100000002,40.755331,2,1356716301,37.58,54,Clear,20-39
248,6609234,3.3,-73.98984300000002,40.767372,-73.985047,40.773897,1,1250593188,75.51,64,Clear,60-79
249,50319292,3.7,-74.008023,40.740469,-74.00681999999998,40.735551,1,1258161749,53.8,82,Rain,40-59
250,12790920,17.0,-73.96141300000002,40.811802,-73.97934000000002,40.768475,2,1387317273,26.94,82,Snow,20-39
251,32961221,9.3,-73.988199,40.758152,-74.002583,40.72632,1,1273080974,79.2,30,Clear,60-79
252,16656242,6.1,-73.945153,40.793748,-73.96691,40.793548,0,1301209623,29.64,43,Clear,20-39
253,5668128,6.5,-73.99035699999997,40.751085,-73.989743,40.756587,3,1393957620,28.38,37,Clear,20-39
254,30071078,4.5,-73.997163,40.736885,-73.99731,40.744992,1,1296072300,32.43,85,Mist,20-39
255,28123134,11.0,-73.920202,40.743572,-73.960943,40.761142,1,1367114460,57.81,33,Clouds,40-59
